CIC TAIWAN-ROBOTARM
0, 0, 95,-83, 0, 144, 24, 95
0, 0, 0, 0,-167, 0, 2, 167
11,-84, 0, 0, 0, 9, 128, 84
0, 0, 86,-51, 0, 144, 24, 86
2, 0, 0, 0, 0, 1, 0, 2
